,supermercado,categoria,subcategoria,nombre,cantidad,unidad,url_historico,id
1302,alcampo,Aceite Oliva,Virgen Extra,Marqués De Griñón Aceite De Oliva Virgen Extra Duo (Arbequina-Picual) Botella,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/marques-de-grinon-aceite-de-oliva-virgen-extra-duo-arbequinapicual-botella-500-ml/,1302
1303,alcampo,Aceite Oliva,Virgen Extra,Monegros Aceite De Oliva Virgen Extra Monegros Garrafa De,2,l,https://super.facua.org/alcampo/aceite-de-oliva/monegros-aceite-de-oliva-virgen-extra-monegros-garrafa-de-2-l/,1303
1304,alcampo,Aceite Oliva,Virgen Extra,Oleaurum Aceite De Oliva Virgen Extra Con D.o.p Botella,750,ml,https://super.facua.org/alcampo/aceite-de-oliva/oleaurum-aceite-de-oliva-virgen-extra-con-dop-botella-750-ml/,1304
1305,alcampo,Aceite Oliva,Virgen Extra,Oleo Cazorla Aceite De Oliva Virgen Extra D.o.p Sierra De Cazorla Lata De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/oleo-cazorla-aceite-de-oliva-virgen-extra-dop-sierra-de-cazorla-lata-de-5-l/,1305
1306,alcampo,Aceite Oliva,Virgen Extra,Oleo Cazorla Aceite De Oliva Virgen Extra D.o.p. Sierra De Cazorla Lata De,1,l,https://super.facua.org/alcampo/aceite-de-oliva/oleo-cazorla-aceite-de-oliva-virgen-extra-dop-sierra-de-cazorla-lata-de-1-l/,1306
1307,alcampo,Aceite Oliva,Virgen Extra,Oleocazorla Aceite De Oliva Virgen Extra D.o.p Sierra De Cazorla Garrafa De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/oleocazorla-aceite-de-oliva-virgen-extra-dop-sierra-de-cazorla-garrafa-de-5-l/,1307
1308,alcampo,Aceite Oliva,Virgen Extra,Oleoestepa Aceite De Oliva Virgen Extra Arbequina Dop Estepa Lata,"2,5",l,https://super.facua.org/alcampo/aceite-de-oliva/oleoestepa-aceite-de-oliva-virgen-extra-arbequina-dop-estepa-lata-25-l/,1308
1309,alcampo,Aceite Oliva,Virgen Extra,Oleoestepa Aceite De Oliva Virgen Extra Botella De,1,l,https://super.facua.org/alcampo/aceite-de-oliva/oleoestepa-aceite-de-oliva-virgen-extra-botella-de-1-l/,1309
1310,alcampo,Aceite Oliva,Virgen Extra,Oleoestepa Aceite De Oliva Virgen Extra Con D.o.p Estepa Garrafa,3,l,https://super.facua.org/alcampo/aceite-de-oliva/oleoestepa-aceite-de-oliva-virgen-extra-con-dop-estepa-garrafa-3-l/,1310
1311,alcampo,Aceite Oliva,Virgen Extra,Oleoestepa Aceite De Oliva Virgen Extra Con D.o.p Estepa Garrafa De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/oleoestepa-aceite-de-oliva-virgen-extra-con-dop-estepa-garrafa-de-5-l/,1311
1312,alcampo,Aceite Oliva,Virgen Extra,Oleoestepa Aceite De Oliva Virgen Extra Lata,"2,5",l,https://super.facua.org/alcampo/aceite-de-oliva/oleoestepa-aceite-de-oliva-virgen-extra-lata-25-l/,1312
1313,alcampo,Aceite Oliva,Virgen Extra,Olivar Centenario Aceite De Oliva Virgen Extra Garrafa De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/olivar-centenario-aceite-de-oliva-virgen-extra-garrafa-de-5-l/,1313
1314,alcampo,Aceite Oliva,Virgen Extra,Olivar De Segura Aceite De Oliva Virgen Extra Botella,1,l,https://super.facua.org/alcampo/aceite-de-oliva/olivar-de-segura-aceite-de-oliva-virgen-extra-botella-1-l/,1314
1315,alcampo,Aceite Oliva,Virgen Extra,Olivar De Segura Aceite De Oliva Virgen Extra Picual D.o.p Segura Lata De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/olivar-de-segura-aceite-de-oliva-virgen-extra-picual-dop-segura-lata-de-5-l/,1315
1316,alcampo,Aceite Oliva,Virgen Extra,Olivo De Cambil Aceite De Oliva Virgen Extra Olivo De Cambil Lata De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/olivo-de-cambil-aceite-de-oliva-virgen-extra-olivo-de-cambil-lata-de-5-l/,1316
1317,alcampo,Aceite Oliva,Virgen Extra,Oro Aragón Aceite De Oliva Virgen Extra Botella,1,l,https://super.facua.org/alcampo/aceite-de-oliva/oro-aragon-aceite-de-oliva-virgen-extra-botella-1-l/,1317
1318,alcampo,Aceite Oliva,Virgen Extra,Oro Virgen Aceite De Oliva Virgen Extra Botella De,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/,1318
1319,alcampo,Aceite Oliva,Virgen Extra,Oro Virgen Aceite De Oliva Virgen Extra Botella De Cristal De,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-cristal-de-500-ml/,1319
1320,alcampo,Aceite Oliva,Virgen Extra,Producto Alcampo Aceite De Oliva Virgen Extra Botella,1,l,https://super.facua.org/alcampo/aceite-de-oliva/producto-alcampo-aceite-de-oliva-virgen-extra-botella-1-l/,1320
1321,alcampo,Aceite Oliva,Virgen Extra,Producto Alcampo Aceite De Oliva Virgen Extra Botella De Cristal De,750,ml,https://super.facua.org/alcampo/aceite-de-oliva/producto-alcampo-aceite-de-oliva-virgen-extra-botella-de-cristal-de-750-ml/,1321
1322,alcampo,Aceite Oliva,Virgen Extra,Producto Alcampo Aceite De Oliva Virgen Extra Garrafa De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/producto-alcampo-aceite-de-oliva-virgen-extra-garrafa-de-5-l/,1322
1323,alcampo,Aceite Oliva,Virgen Extra,Señorío De Segura Aceite De Oliva Virgen Extra D.o.sierra Del Segura Botella,750,ml,https://super.facua.org/alcampo/aceite-de-oliva/senorio-de-segura-aceite-de-oliva-virgen-extra-dosierra-del-segura-botella-750-ml/,1323
1324,alcampo,Aceite Oliva,Virgen Extra,Suroliva Aceite De Oliva Virgen Extra Garrafa 5,5,l,https://super.facua.org/alcampo/aceite-de-oliva/suroliva-aceite-de-oliva-virgen-extra-garrafa-5-l-/,1324
1325,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra,"2,5",l,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-25-l/,1325
1326,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Arbequina Botella De,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-arbequina-botella-de-500-ml/,1326
1327,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Botella,1,l,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-botella-1-l/,1327
1328,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Botella De,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-botella-de-500-ml/,1328
1329,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Garrafa De,5,l,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-garrafa-de-5-l/,1329
1330,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Lata,3,l,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-lata-3-l/,1330
1331,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Lata,5,l,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-lata-5-l/,1331
1332,alcampo,Aceite Oliva,Virgen Extra,Valdezarza Aceite De Oliva Virgen Extra Picual Botella De,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/valdezarza-aceite-de-oliva-virgen-extra-picual-botella-de-500-ml/,1332
1333,alcampo,Aceite Oliva,Virgen Extra,Verde Segura Aceite De Oliva Virgen Extra Garrafa De,2,l,https://super.facua.org/alcampo/aceite-de-oliva/verde-segura-aceite-de-oliva-virgen-extra-garrafa-de-2-l/,1333
1334,alcampo,Aceite Oliva,Virgen Extra,Ybarra Aceite De Oliva Virgen Extra Botella De Cristal De,750,ml,https://super.facua.org/alcampo/aceite-de-oliva/ybarra-aceite-de-oliva-virgen-extra-botella-de-cristal-de-750-ml/,1334
1335,alcampo,Aceite Oliva,Virgen Extra,Ybarra Aceite De Oliva Virgen Extra Botella,500,ml,https://super.facua.org/alcampo/aceite-de-oliva/ybarra-aceite-de-oliva-virgen-extra-botella-500-ml/,1335
1336,alcampo,Aceite Oliva,Virgen Extra,Ybarra Aceite De Oliva Virgen Extra Botella De,1,l,https://super.facua.org/alcampo/aceite-de-oliva/ybarra-aceite-de-oliva-virgen-extra-botella-de-1-l/,1336
1338,alcampo,Aceite Oliva,Virgen Extra,Ybarra Aceite De Oliva Virgen Extra Garrafa,5,l,https://super.facua.org/alcampo/aceite-de-oliva/ybarra-aceite-de-oliva-virgen-extra-garrafa-5-l/,1338
1339,alcampo,Leche,Enriquecida,"Auchan Leche Desnatada De Vaca, Enriquecida Con Calcio 1 L.",1,l,https://super.facua.org/alcampo/leche/auchan-leche-desnatada-de-vaca-enriquecida-con-calcio-1-l-producto-alcampo/,1339
1340,alcampo,Leche,Enriquecida,"Auchan Leche Desnatada De Vaca, Enriquecida Con Calcio 6 X 1 L.",1,l,https://super.facua.org/alcampo/leche/auchan-leche-desnatada-de-vaca-enriquecida-con-calcio-6-x-1-l-producto-alcampo/,1340
1341,alcampo,Leche,Enriquecida,"Auchan Leche Entera De Vaca, Enriquecida Con Calcio 1 L.",1,l,https://super.facua.org/alcampo/leche/auchan-leche-entera-de-vaca-enriquecida-con-calcio-1-l-producto-alcampo/,1341
1342,alcampo,Leche,Enriquecida,"Auchan Leche Entera De Vaca, Enriquecida Con Calcio 6 X 1 L.",1,l,https://super.facua.org/alcampo/leche/auchan-leche-entera-de-vaca-enriquecida-con-calcio-6-x-1-l-producto-alcampo/,1342
1343,alcampo,Leche,Enriquecida,"Auchan Leche Semidesnatada De Vaca, Enriquecida Con Calcio 1 L.",1,l,https://super.facua.org/alcampo/leche/auchan-leche-semidesnatada-de-vaca-enriquecida-con-calcio-1-l-producto-alcampo/,1343
1344,alcampo,Leche,Enriquecida,"Auchan Leche Semidesnatada De Vaca, Enriquecida Con Calcio 6 X 1 L.",1,l,https://super.facua.org/alcampo/leche/auchan-leche-semidesnatada-de-vaca-enriquecida-con-calcio-6-x-1-l-producto-alcampo/,1344
1345,alcampo,Leche,Enriquecida,"Central Lechera Asturiana Leche De Vaca Desnatada, Enriquecida Con Calcio 6",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-desnatada-enriquecida-con-calcio-6-x-1l/,1345
1346,alcampo,Leche,Enriquecida,"Central Lechera Asturiana Leche De Vaca Semidesnatada, Enriquecida Con Calcio 6",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-semidesnatada-enriquecida-con-calcio-6-x-1l/,1346
1347,alcampo,Leche,Enriquecida,"Central Lechera Asturiana Leche Desnatada De Vaca, Enriquecida Con Calcio",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-de-vaca-enriquecida-con-calcio-1-l/,1347
1348,alcampo,Leche,Enriquecida,"Central Lechera Asturiana Leche Semidesnatada De Vaca, Enriquecida Con",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-semidesnatada-de-vaca-enriquecida-con-calcio-1l/,1348
1349,alcampo,Leche,Enriquecida,"Pascual Leche Desnatada De Vaca, Con Calcio Y Con Un Alto Contenido En Vitamina D",1,l,https://super.facua.org/alcampo/leche/pascual-leche-desnatada-de-vaca-con-calcio-y-con-un-alto-contenido-en-vitamina-d-1-l/,1349
1350,alcampo,Leche,Enriquecida,"Pascual Leche Desnatada De Vaca, Con Calcio Y Con Un Alto Contenido En Vitamina D 6 X",1,l,https://super.facua.org/alcampo/leche/pascual-leche-desnatada-de-vaca-con-calcio-y-con-un-alto-contenido-en-vitamina-d-6-x-1-l/,1350
1351,alcampo,Leche,Enriquecida,"Pascual Leche Semidesnatada De Vaca, Con Calcio Y Con Un Alto Contenido En Vitamina D",1,l,https://super.facua.org/alcampo/leche/pascual-leche-semidesnatada-de-vaca-con-calcio-y-con-un-alto-contenido-en-vitamina-d-1-l/,1351
1352,alcampo,Leche,Enriquecida,"Pascual Leche Semidesnatada De Vaca, Con Calcio Y Con Un Alto Contenido En Vitamina D 6 X",1,l,https://super.facua.org/alcampo/leche/pascual-leche-semidesnatada-de-vaca-con-calcio-y-con-un-alto-contenido-en-vitamina-d-6-x-1-l/,1352
1353,alcampo,Leche,Enriquecida,"Puleva Leche Desnatada (0% Materia Grasa) De Vaca, Con Un 50% Más De Calcio Natural Vita Calcio 6",1,l,https://super.facua.org/alcampo/leche/puleva-leche-desnatada-0-materia-grasa-de-vaca-con-un-50-mas-de-calcio-natural-vita-calcio-6-x-1l/,1353
1354,alcampo,Leche,Enriquecida,"Puleva Leche Desnatada De Vaca (0% Materia Grasa), Con Un 50% Más De Calcio Natural Vita",1,l,https://super.facua.org/alcampo/leche/puleva-leche-desnatada-de-vaca-0-materia-grasa-con-un-50-mas-de-calcio-natural-vita-calcio-1l/,1354
1355,alcampo,Leche,Enriquecida,Puleva Leche Semidesnatada De Vaca Con Un 50% Más De Calcio Natural Vita,1,l,https://super.facua.org/alcampo/leche/puleva-leche-semidesnatada-de-vaca-con-un-50-mas-de-calcio-natural-vita-calcio-1l/,1355
1356,alcampo,Leche,Enriquecida,Puleva Leche Semidesnatada De Vaca Con Un 50% Más De Calcio Natural Vita Calcio 6 X,1,l,https://super.facua.org/alcampo/leche/puleva-leche-semidesnatada-de-vaca-con-un-50-mas-de-calcio-natural-vita-calcio-6-x-1-l/,1356
1357,alcampo,Leche,Enriquecida,Puleva Vita Calcio Leche Entera De Vaca Con Un 50% Más De Calcio Natural,1,l,https://super.facua.org/alcampo/leche/puleva-vita-calcio-leche-entera-de-vaca-con-un-50-mas-de-calcio-natural-1-l/,1357
1358,alcampo,Leche,Enriquecida,Puleva Vita Calcio Leche Entera De Vaca Con Un 50% Más De Calcio Natural 6,1,l,https://super.facua.org/alcampo/leche/puleva-vita-calcio-leche-entera-de-vaca-con-un-50-mas-de-calcio-natural-6-x-1l/,1358
1359,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Desnatada, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-desnatada-de-origen-espanola-1-l/,1359
1360,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Desnatada, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-desnatada-de-origen-espanola-6x1-l/,1360
1361,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Entera Fresca, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-entera-fresca-de-origen-espanola-1-l/,1361
1362,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Entera, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-entera-de-origen-espanola-1-l/,1362
1363,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Entera, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-entera-de-origen-espanola-6x1-l/,1363
1364,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Fresca Desnatada, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-fresca-desnatada-de-origen-espanola-1-l/,1364
1365,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Semidesnatada Fresca, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-semidesnatada-fresca-de-origen-espanola-1-l/,1365
1366,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Semidesnatada, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-semidesnatada-de-origen-espanola-1-l/,1366
1367,alcampo,Leche,Entera Semi Desnatada,"Alcampo Cultivamos Lo Bueno Leche De Vaca Semidesnatada, De Origen Española",1,l,https://super.facua.org/alcampo/leche/alcampo-cultivamos-lo-bueno-leche-de-vaca-semidesnatada-de-origen-espanola-6x1-l/,1367
1368,alcampo,Leche,Entera Semi Desnatada,Auchan Leche Desnatada De Vaca 1 L.,1,l,https://super.facua.org/alcampo/leche/auchan-leche-desnatada-de-vaca-1-l-producto-alcampo/,1368
1369,alcampo,Leche,Entera Semi Desnatada,Auchan Leche Desnatada De Vaca 6X 1 L.,1,l,https://super.facua.org/alcampo/leche/auchan-leche-desnatada-de-vaca-6x-1-l-producto-alcampo/,1369
1370,alcampo,Leche,Entera Semi Desnatada,Auchan Leche Entera De Vaca 1 L.,1,l,https://super.facua.org/alcampo/leche/auchan-leche-entera-de-vaca-1-l-producto-alcampo/,1370
1371,alcampo,Leche,Entera Semi Desnatada,Auchan Leche Entera De Vaca 6 X 1 L.,1,l,https://super.facua.org/alcampo/leche/auchan-leche-entera-de-vaca-6-x-1-l-producto-alcampo/,1371
1372,alcampo,Leche,Entera Semi Desnatada,Auchan Leche Semidesnatada De Vaca 1 L.,1,l,https://super.facua.org/alcampo/leche/auchan-leche-semidesnatada-de-vaca-1-l-producto-alcampo/,1372
1373,alcampo,Leche,Entera Semi Desnatada,Auchan Leche Semidesnatada De Vaca 6 X 1L.,1,l,https://super.facua.org/alcampo/leche/auchan-leche-semidesnatada-de-vaca-6-x-1l-producto-alcampo/,1373
1374,alcampo,Leche,Entera Semi Desnatada,Celta Leche De Vaca Semidesnatada Con Bienestar Animal Garantizado,1.5,l,https://super.facua.org/alcampo/leche/celta-leche-de-vaca-semidesnatada-con-bienestar-animal-garantizado-15-l/,1374
1375,alcampo,Leche,Entera Semi Desnatada,Celta Leche Desnatada De Vaca Con Bienestar Animal Garantizado,1.5,l,https://super.facua.org/alcampo/leche/celta-leche-desnatada-de-vaca-con-bienestar-animal-garantizado-15-l/,1375
1376,alcampo,Leche,Entera Semi Desnatada,Celta Leche Desnatada De Vaca Con Bienestar Animal Garantizado 4 X,1.5,l,https://super.facua.org/alcampo/leche/celta-leche-desnatada-de-vaca-con-bienestar-animal-garantizado-4-x-15-l/,1376
1377,alcampo,Leche,Entera Semi Desnatada,Celta Leche Entera De Vaca Con Bienestar Animal Garantizado,1.5,l,https://super.facua.org/alcampo/leche/celta-leche-entera-de-vaca-con-bienestar-animal-garantizado-15-l/,1377
1378,alcampo,Leche,Entera Semi Desnatada,Celta Leche Entera De Vaca Con Bienestar Animal Garantizado 4 X,1.5,l,https://super.facua.org/alcampo/leche/celta-leche-entera-de-vaca-con-bienestar-animal-garantizado-4-x-15-l/,1378
1379,alcampo,Leche,Entera Semi Desnatada,Celta Leche Semidesnatada De Vaca Con Bienestar Animal Garantizado 4 X,1.5,l,https://super.facua.org/alcampo/leche/celta-leche-semidesnatada-de-vaca-con-bienestar-animal-garantizado-4-x-15-l/,1379
1380,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche De Vaca Desnatada (0,0% Materia Grasa) De Origen Español 6 X",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-desnatada-00-materia-grasa-de-origen-espanol-6-x-1-l/,1380
1381,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche De Vaca Desnatada (0,0% Materia Grasa) De Origen Español 6 X",1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-desnatada-00-materia-grasa-de-origen-espanol-6-x-15-l/,1381
1382,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Desnatada De Origen Español 6 X,1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-desnatada-de-origen-espanol-6-x-15-l/,1382
1383,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Desnatada De Origen Español 6,1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-desnatada-de-origen-espanol-6-x-1l/,1383
1384,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche De Vaca Desnatada, De Origen Español 6 X",2.2,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-desnatada-de-origen-espanol-6-x-22-l/,1384
1385,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Entera De Origen Español 6 X,1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-entera-de-origen-espanol-6-x-15-l/,1385
1386,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Entera De Origen Español 6,1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-entera-de-origen-espanol-6-x-1l/,1386
1387,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Entera De Origen Español 6 X,2.2,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-entera-de-origen-espanol-6-x-22-l/,1387
1388,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Entera De Origen Español 6 X,500,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-entera-de-origen-espanol-6-x-500-ml/,1388
1389,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Semidesnatada De Origen Español 6 X,1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-semidesnatada-de-origen-espanol-6-x-1-l/,1389
1390,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Semidesnatada De Origen Español 6 X,1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-semidesnatada-de-origen-espanol-6-x-15-l/,1390
1391,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche De Vaca Semidesnatada De Origen Español 6 X,500,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-semidesnatada-de-origen-espanol-6-x-500-ml/,1391
1392,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche De Vaca Semidesnatada, De Origen Español 6 X",2.2,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-de-vaca-semidesnatada-de-origen-espanol-6-x-22-l/,1392
1393,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Desnatada (0,0% Materia Grasa) De Vaca, De Origen Español",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-00-materia-grasa-de-vaca-de-origen-espanol-1-l/,1393
1394,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Desnatada (0,0% Materia Grasa) De Vaca, De Origen",1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-00-materia-grasa-de-vaca-de-origen-espanola-15l/,1394
1395,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche Desnatada,500,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-500-ml/,1395
1396,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche Desnatada De Vaca De Origen Español 6 X,500,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-de-vaca-de-origen-espanol-6-x-500-ml/,1396
1397,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Desnatada De Vaca, De Origen Española",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-de-vaca-de-origen-espanola-1-l/,1397
1398,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Desnatada De Vaca, De Origen Española",1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-de-vaca-de-origen-espanola-15-l/,1398
1399,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Desnatada De Vaca, De Origen Española",2.2,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-desnatada-de-vaca-de-origen-espanola-22-l/,1399
1400,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche Entera De Vaca De Origen Español,1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-entera-de-vaca-de-origen-espanol-15-l/,1400
1401,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Entera De Vaca, 100% Natural 6 X",200,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-entera-de-vaca-100-natural-6-x-200-ml/,1401
1402,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Entera De Vaca, De Origen Español",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-entera-de-vaca-de-origen-espanol-1-l/,1402
1403,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Entera De Vaca, De Origen Española",2.2,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-entera-de-vaca-de-origen-espanola-22-l/,1403
1404,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Entera De Vaca, De Origen Española",500,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-entera-de-vaca-de-origen-espanola-500-ml/,1404
1405,alcampo,Leche,Entera Semi Desnatada,Central Lechera Asturiana Leche Semidesnatada De Vaca De Origen Española,1.5,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-semidesnatada-de-vaca-de-origen-espanola-15-l/,1405
1406,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Semidesnatada De Vaca, De Origen Española",1,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-semidesnatada-de-vaca-de-origen-espanola-1-l/,1406
1407,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Semidesnatada De Vaca, De Origen Española",2.2,l,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-semidesnatada-de-vaca-de-origen-espanola-22-l/,1407
1408,alcampo,Leche,Entera Semi Desnatada,"Central Lechera Asturiana Leche Semidesnatada De Vaca, De Origen Española",500,ml,https://super.facua.org/alcampo/leche/central-lechera-asturiana-leche-semidesnatada-de-vaca-de-origen-espanola-500-ml/,1408
1409,alcampo,Leche,Entera Semi Desnatada,L.r. Leche De Vaca,1,l,https://super.facua.org/alcampo/leche/lr-leche-de-vaca-desnatada-1l/,1409
1410,alcampo,Leche,Entera Semi Desnatada,L.r. Leche De Vaca,1,l,https://super.facua.org/alcampo/leche/lr-leche-de-vaca-entera-1l/,1410
1411,alcampo,Leche,Entera Semi Desnatada,L.r. Leche De Vaca Semidesnatada,1,l,https://super.facua.org/alcampo/leche/lr-leche-de-vaca-semidesnatada-1-l/,1411
1412,alcampo,Leche,Entera Semi Desnatada,L.r. Leche Desnatada 6 X,1,l,https://super.facua.org/alcampo/leche/lr-leche-desnatada-6-x-1-l/,1412
1413,alcampo,Leche,Entera Semi Desnatada,L.r. Leche Entera 6 X,1,l,https://super.facua.org/alcampo/leche/lr-leche-entera-6-x-1-l/,1413
